source,target,value,sourceI,targetI,flag
凯文怎么了,遗弃,35,620,3904,0
凯文怎么了,银翼杀手2049,36,620,4003,0
凯文怎么了,雪人,32,620,4095,0
凯文怎么了,骇客交锋,35,620,4189,0
凯文怎么了,魔盒,35,620,4254,0
凯文怎么了,龙纹身的女孩,35,620,4349,0
凶手还未睡,大追捕,35,622,1144,0
凶手还未睡,青魇,36,622,4126,0
凶间疑影,怨灵2,35,623,1698,0
出柜第4格,怪奇秀,35,624,1705,0
出柜第4格,恋恋视距离,35,624,1719,0
出柜第4格,我的初恋女孩,35,624,1885,0
出柜第4格,最后的直男,35,624,2242,0
出柜第4格,橘色,35,624,2444,0
出轨幻想,初恋这首情歌,36,627,649,0
出轨幻想,别让我走,36,627,661,0
出轨幻想,刺杀盖世太保,37,627,667,0
出轨幻想,北京纽约,36,627,715,0
出轨幻想,午餐盒,36,627,738,0
出轨幻想,卡罗尔,36,627,765,0
出轨幻想,唯爱永生,33,627,932,0
出轨幻想,国王的全息图,37,627,982,0
出轨幻想,大洋之间的灯光,36,627,1132,0
出轨幻想,女性瘾者：第一部,37,627,1257,0
出轨幻想,女性瘾者：第二部,37,627,1258,0
出轨幻想,布达佩斯大饭店,37,627,1552,0
出轨幻想,悲惨世界,36,627,1765,0
出轨幻想,我杀死了巨人,37,627,1875,0
出轨幻想,摩纳哥王妃,36,627,2014,0
出轨幻想,无姓之人,36,627,2093,0
出轨幻想,极速风流,37,627,2380,0
出轨幻想,污垢,34,627,2546,0
出轨幻想,浮生梦,36,627,2596,0
出轨幻想,狂热郁金香,36,627,2838,0
出轨幻想,献给爱妻的歌,36,627,2905,0
出轨幻想,第十二夜,36,627,3234,0
出轨幻想,联合王国,36,627,3421,0
出轨幻想,艺术家,36,627,3475,0
出轨幻想,贝拉的奇幻花园,36,627,3723,0
出轨幻想,远离尘嚣,36,627,3838,0
出轨幻想,间谍同盟,36,627,4027,0
出轨幻想,飞鹰艾迪,37,627,4157,0
出轨幻想,魅影缝匠,36,627,4233,0
分手再说我爱你,前任2：备胎反击战,36,629,668,0
分手再说我爱你,北京遇上西雅图,36,629,716,0
分手再说我爱你,北京遇上西雅图之不二情书,36,629,717,0
分手再说我爱你,十月初五的月光,37,629,729,0
分手再说我爱你,华丽上班族,36,629,740,0
分手再说我爱你,单身男女2,36,629,750,0
分手再说我爱你,命中注定,36,629,893,0
分手再说我爱你,大话西游3,36,629,1142,0
分手再说我爱你,宅女侦探桂香,36,629,1327,0
分手再说我爱你,巴黎假期,36,629,1541,0
分手再说我爱你,指甲刀人魔,36,629,1973,0
分手再说我爱你,摆渡人,36,629,2002,0
分手再说我爱你,撒娇女人最好命,36,629,2015,0
分手再说我爱你,整容日记,36,629,2044,0
分手再说我爱你,新娘大作战,36,629,2067,0
分手再说我爱你,春娇救志明,36,629,2180,0
分手再说我爱你,暴走神探,36,629,2219,0
分手再说我爱你,机器侠,37,629,2311,0
分手再说我爱你,盗马记,36,629,3055,0
分手再说我爱你,盲探,36,629,3060,0
分手再说我爱你,神探驾到,36,629,3128,0
分手再说我爱你,美人鱼,36,629,3363,0
分手再说我爱你,西游记女儿国,36,629,3630,0
分手再说我爱你,重返20岁,36,629,3948,0
分手再说我爱你,鲛珠传,36,629,4273,0
分手大师,小时代3：刺金时代,37,630,1435,0
分手大师,小时代4：灵魂尽头,37,630,1436,0
分手大师,怦然星动,37,630,1692,0
分手大师,恶棍天使,35,630,1751,0
分手大师,美人鱼,37,630,3363,0
分歧者2：绝地反击,分歧者3：忠诚世界,28,631,632,0
分歧者2：绝地反击,分歧者：异类觉醒,31,631,633,0
分歧者2：绝地反击,创：战纪,35,631,644,0
分歧者2：绝地反击,刺客信条,35,631,664,0
分歧者2：绝地反击,哥斯拉,35,631,921,0
分歧者2：绝地反击,地心历险记2：神秘岛,35,631,1025,0
分歧者2：绝地反击,复仇者联盟,35,631,1071,0
分歧者2：绝地反击,复仇者联盟2：奥创纪元,35,631,1072,0
分歧者2：绝地反击,大战外星人,35,631,1125,0
分歧者2：绝地反击,太空堡垒卡拉狄加：计划,35,631,1190,0
分歧者2：绝地反击,安德的游戏,35,631,1343,0
分歧者2：绝地反击,幻世追踪,35,631,1595,0
分歧者2：绝地反击,异星战场,35,631,1620,0
分歧者2：绝地反击,忍者神龟2：破影而出,35,631,1673,0
分歧者2：绝地反击,忍者神龟：变种时代,35,631,1674,0
分歧者2：绝地反击,新铁血战士,35,631,2077,0
分歧者2：绝地反击,明日世界,35,631,2145,0
分歧者2：绝地反击,星球大战7：原力觉醒,35,631,2159,0
分歧者2：绝地反击,星球大战8：最后的绝地武士,35,631,2160,0
分歧者2：绝地反击,星球大战外传：侠盗一号,35,631,2161,0
分歧者2：绝地反击,星际迷航,35,631,2173,0
分歧者2：绝地反击,星际迷航2：暗黑无界,35,631,2174,0
分歧者2：绝地反击,星际迷航3：超越星辰,35,631,2175,0
分歧者2：绝地反击,木星上行,35,631,2279,0
分歧者2：绝地反击,正义联盟,35,631,2461,0
分歧者2：绝地反击,正义联盟：战争,35,631,2465,0
分歧者2：绝地反击,正义联盟：闪点悖论,35,631,2467,0
分歧者2：绝地反击,死侍,35,631,2494,0
分歧者2：绝地反击,特种部队：眼镜蛇的崛起,35,631,2826,0
分歧者2：绝地反击,独立日2：卷土重来,35,631,2855,0
分歧者2：绝地反击,环太平洋,35,631,2928,0
分歧者2：绝地反击,疯狂的麦克斯4：狂暴之路,35,631,3004,0
分歧者2：绝地反击,神奇四侠2015,35,631,3119,0
分歧者2：绝地反击,移动迷宫,35,631,3181,0
分歧者2：绝地反击,移动迷宫2,35,631,3182,0
分歧者2：绝地反击,移动迷宫3：死亡解药,35,631,3183,0
分歧者2：绝地反击,第五波,35,631,3230,0
分歧者2：绝地反击,终结者2018,35,631,3300,0
分歧者2：绝地反击,终结者：创世纪,35,631,3301,0
分歧者2：绝地反击,绿灯侠：首次飞行,35,631,3333,0
分歧者2：绝地反击,美国队长,35,631,3374,0
分歧者2：绝地反击,美国队长2,35,631,3375,0
分歧者2：绝地反击,美国队长3,35,631,3376,0
分歧者2：绝地反击,蚁人,35,631,3568,0
分歧者2：绝地反击,蜘蛛侠：英雄归来,35,631,3573,0
分歧者2：绝地反击,蝙蝠侠大战超人：正义黎明,35,631,3585,0
分歧者2：绝地反击,超人：钢铁之躯,35,631,3756,0
分歧者2：绝地反击,超凡战队,35,631,3758,0
分歧者2：绝地反击,超凡蜘蛛侠,35,631,3759,0
分歧者2：绝地反击,超凡蜘蛛侠2,35,631,3760,0
分歧者2：绝地反击,超级战舰,35,631,3772,0
分歧者2：绝地反击,超能陆战队,35,631,3779,0
分歧者2：绝地反击,遗失的世界,35,631,3903,0
分歧者2：绝地反击,遗落战境,35,631,3907,0
分歧者2：绝地反击,重返地球,35,631,3950,0
分歧者2：绝地反击,钢铁侠2,35,631,3980,0
分歧者2：绝地反击,银河守卫队,35,631,3999,0
分歧者2：绝地反击,银河护卫队,35,631,4000,0
分歧者2：绝地反击,银河护卫队2,35,631,4001,0
分歧者2：绝地反击,阿凡达,35,631,4042,0
分歧者2：绝地反击,非常小特工之时间大盗,35,631,4130,0
分歧者2：绝地反击,飞出个未来大电影3：班德的游戏,35,631,4151,0
分歧者2：绝地反击,饥饿游戏,35,631,4163,0
分歧者2：绝地反击,饥饿游戏2：星火燎原,35,631,4164,0
分歧者2：绝地反击,饥饿游戏3：嘲笑鸟(上),35,631,4165,0
分歧者2：绝地反击,饥饿游戏3：嘲笑鸟(下),35,631,4166,0
分歧者3：忠诚世界,分歧者：异类觉醒,31,632,633,0
分歧者3：忠诚世界,创：战纪,35,632,644,0
分歧者3：忠诚世界,刺客信条,35,632,664,0
分歧者3：忠诚世界,哥斯拉,35,632,921,0
分歧者3：忠诚世界,地心历险记2：神秘岛,35,632,1025,0
分歧者3：忠诚世界,复仇者联盟,35,632,1071,0
分歧者3：忠诚世界,复仇者联盟2：奥创纪元,35,632,1072,0
分歧者3：忠诚世界,大战外星人,35,632,1125,0
分歧者3：忠诚世界,太空堡垒卡拉狄加：计划,35,632,1190,0
分歧者3：忠诚世界,安德的游戏,35,632,1343,0
分歧者3：忠诚世界,幻世追踪,35,632,1595,0
分歧者3：忠诚世界,异星战场,35,632,1620,0
分歧者3：忠诚世界,忍者神龟2：破影而出,35,632,1673,0
分歧者3：忠诚世界,忍者神龟：变种时代,35,632,1674,0
分歧者3：忠诚世界,新铁血战士,35,632,2077,0
分歧者3：忠诚世界,明日世界,35,632,2145,0
分歧者3：忠诚世界,星球大战7：原力觉醒,35,632,2159,0
分歧者3：忠诚世界,星球大战8：最后的绝地武士,35,632,2160,0
分歧者3：忠诚世界,星球大战外传：侠盗一号,35,632,2161,0
分歧者3：忠诚世界,星际迷航,35,632,2173,0
分歧者3：忠诚世界,星际迷航2：暗黑无界,35,632,2174,0
分歧者3：忠诚世界,星际迷航3：超越星辰,35,632,2175,0
分歧者3：忠诚世界,木星上行,35,632,2279,0
分歧者3：忠诚世界,正义联盟,35,632,2461,0
分歧者3：忠诚世界,正义联盟：战争,35,632,2465,0
分歧者3：忠诚世界,正义联盟：闪点悖论,35,632,2467,0
分歧者3：忠诚世界,死侍,35,632,2494,0
分歧者3：忠诚世界,特种部队：眼镜蛇的崛起,35,632,2826,0
分歧者3：忠诚世界,独立日2：卷土重来,35,632,2855,0
分歧者3：忠诚世界,环太平洋,35,632,2928,0
分歧者3：忠诚世界,疯狂的麦克斯4：狂暴之路,35,632,3004,0
分歧者3：忠诚世界,神奇四侠2015,35,632,3119,0
分歧者3：忠诚世界,移动迷宫,35,632,3181,0
分歧者3：忠诚世界,移动迷宫2,35,632,3182,0
分歧者3：忠诚世界,移动迷宫3：死亡解药,35,632,3183,0
分歧者3：忠诚世界,第五波,35,632,3230,0
分歧者3：忠诚世界,终结者2018,35,632,3300,0
分歧者3：忠诚世界,终结者：创世纪,35,632,3301,0
分歧者3：忠诚世界,绿灯侠：首次飞行,35,632,3333,0
分歧者3：忠诚世界,美国队长,35,632,3374,0
分歧者3：忠诚世界,美国队长2,35,632,3375,0
分歧者3：忠诚世界,美国队长3,35,632,3376,0
分歧者3：忠诚世界,蚁人,35,632,3568,0
分歧者3：忠诚世界,蜘蛛侠：英雄归来,35,632,3573,0
分歧者3：忠诚世界,蝙蝠侠大战超人：正义黎明,35,632,3585,0
分歧者3：忠诚世界,超人：钢铁之躯,35,632,3756,0
分歧者3：忠诚世界,超凡战队,35,632,3758,0
分歧者3：忠诚世界,超凡蜘蛛侠,35,632,3759,0
分歧者3：忠诚世界,超凡蜘蛛侠2,35,632,3760,0
分歧者3：忠诚世界,超级战舰,35,632,3772,0
分歧者3：忠诚世界,超能陆战队,35,632,3779,0
分歧者3：忠诚世界,遗失的世界,35,632,3903,0
分歧者3：忠诚世界,遗落战境,35,632,3907,0
分歧者3：忠诚世界,重返地球,35,632,3950,0
分歧者3：忠诚世界,钢铁侠2,35,632,3980,0
分歧者3：忠诚世界,银河守卫队,35,632,3999,0
分歧者3：忠诚世界,银河护卫队,35,632,4000,0
分歧者3：忠诚世界,银河护卫队2,35,632,4001,0
分歧者3：忠诚世界,阿凡达,35,632,4042,0
分歧者3：忠诚世界,非常小特工之时间大盗,35,632,4130,0
分歧者3：忠诚世界,飞出个未来大电影3：班德的游戏,35,632,4151,0
分歧者3：忠诚世界,饥饿游戏,35,632,4163,0
分歧者3：忠诚世界,饥饿游戏2：星火燎原,35,632,4164,0
分歧者3：忠诚世界,饥饿游戏3：嘲笑鸟(上),35,632,4165,0
分歧者3：忠诚世界,饥饿游戏3：嘲笑鸟(下),35,632,4166,0
分歧者：异类觉醒,创：战纪,35,633,644,0
分歧者：异类觉醒,刺客信条,35,633,664,0
分歧者：异类觉醒,哥斯拉,35,633,921,0
分歧者：异类觉醒,地心历险记2：神秘岛,35,633,1025,0
分歧者：异类觉醒,复仇者联盟,35,633,1071,0
分歧者：异类觉醒,复仇者联盟2：奥创纪元,35,633,1072,0
分歧者：异类觉醒,大战外星人,35,633,1125,0
分歧者：异类觉醒,太空堡垒卡拉狄加：计划,35,633,1190,0
分歧者：异类觉醒,安德的游戏,35,633,1343,0
分歧者：异类觉醒,幻世追踪,35,633,1595,0
分歧者：异类觉醒,异星战场,35,633,1620,0
分歧者：异类觉醒,忍者神龟2：破影而出,35,633,1673,0
分歧者：异类觉醒,忍者神龟：变种时代,35,633,1674,0
分歧者：异类觉醒,新铁血战士,35,633,2077,0
分歧者：异类觉醒,明日世界,35,633,2145,0
分歧者：异类觉醒,星球大战7：原力觉醒,35,633,2159,0
分歧者：异类觉醒,星球大战8：最后的绝地武士,35,633,2160,0
分歧者：异类觉醒,星球大战外传：侠盗一号,35,633,2161,0
分歧者：异类觉醒,星际迷航,35,633,2173,0
分歧者：异类觉醒,星际迷航2：暗黑无界,35,633,2174,0
分歧者：异类觉醒,星际迷航3：超越星辰,35,633,2175,0
分歧者：异类觉醒,木星上行,35,633,2279,0
分歧者：异类觉醒,正义联盟,35,633,2461,0
分歧者：异类觉醒,正义联盟：战争,35,633,2465,0
分歧者：异类觉醒,正义联盟：闪点悖论,35,633,2467,0
分歧者：异类觉醒,死侍,35,633,2494,0
分歧者：异类觉醒,特种部队：眼镜蛇的崛起,35,633,2826,0
分歧者：异类觉醒,独立日2：卷土重来,35,633,2855,0
分歧者：异类觉醒,环太平洋,35,633,2928,0
分歧者：异类觉醒,疯狂的麦克斯4：狂暴之路,35,633,3004,0
分歧者：异类觉醒,神奇四侠2015,35,633,3119,0
分歧者：异类觉醒,移动迷宫,35,633,3181,0
分歧者：异类觉醒,移动迷宫2,35,633,3182,0
分歧者：异类觉醒,移动迷宫3：死亡解药,35,633,3183,0
分歧者：异类觉醒,第五波,35,633,3230,0
分歧者：异类觉醒,终结者2018,35,633,3300,0
分歧者：异类觉醒,终结者：创世纪,35,633,3301,0
分歧者：异类觉醒,绿灯侠：首次飞行,35,633,3333,0
分歧者：异类觉醒,美国队长,35,633,3374,0
分歧者：异类觉醒,美国队长2,35,633,3375,0
分歧者：异类觉醒,美国队长3,35,633,3376,0
分歧者：异类觉醒,蚁人,35,633,3568,0
分歧者：异类觉醒,蜘蛛侠：英雄归来,35,633,3573,0
分歧者：异类觉醒,蝙蝠侠大战超人：正义黎明,35,633,3585,0
分歧者：异类觉醒,超人：钢铁之躯,35,633,3756,0
分歧者：异类觉醒,超凡战队,35,633,3758,0
分歧者：异类觉醒,超凡蜘蛛侠,35,633,3759,0
分歧者：异类觉醒,超凡蜘蛛侠2,35,633,3760,0
分歧者：异类觉醒,超级战舰,35,633,3772,0
分歧者：异类觉醒,超能陆战队,35,633,3779,0
分歧者：异类觉醒,遗失的世界,35,633,3903,0
分歧者：异类觉醒,遗落战境,35,633,3907,0
分歧者：异类觉醒,重返地球,35,633,3950,0
分歧者：异类觉醒,钢铁侠2,35,633,3980,0
分歧者：异类觉醒,银河守卫队,35,633,3999,0
分歧者：异类觉醒,银河护卫队,35,633,4000,0
分歧者：异类觉醒,银河护卫队2,35,633,4001,0
分歧者：异类觉醒,阿凡达,35,633,4042,0
分歧者：异类觉醒,非常小特工之时间大盗,35,633,4130,0
分歧者：异类觉醒,飞出个未来大电影3：班德的游戏,35,633,4151,0
分歧者：异类觉醒,饥饿游戏,35,633,4163,0
分歧者：异类觉醒,饥饿游戏2：星火燎原,35,633,4164,0
分歧者：异类觉醒,饥饿游戏3：嘲笑鸟(上),35,633,4165,0
分歧者：异类觉醒,饥饿游戏3：嘲笑鸟(下),35,633,4166,0
分裂,危险辩护,35,634,782,0
分裂,吊人游戏,35,634,848,0
分裂,大侦探福尔摩斯,35,634,1111,0
分裂,大侦探福尔摩斯2：诡影游戏,35,634,1112,0
分裂,少数派力量,35,634,1490,0
分裂,摩根,37,634,2013,0
分裂,暗夜逐仇,35,634,2200,0
分裂,极寒之城,37,634,2370,0
分裂,死亡幻觉2,35,634,2480,0
分裂,死亡笔记,35,634,2487,0
分裂,消失的爱人,35,634,2635,0
分裂,玩尽杀绝4：四人组,35,634,2925,0
分裂,绝命反击,35,634,3312,0
分裂,赶尽杀绝,35,634,3749,0
分裂,超脑48小时,35,634,3780,0
分裂,通灵神探,35,634,3886,0
分裂,雪人,35,634,4095,0
分裂,骇客交锋,35,634,4189,0
分裂,龙纹身的女孩,35,634,4349,0
分道不扬镳,女教师,36,635,1259,0
分道不扬镳,甜蜜的永远,36,635,2950,0
刑警兄弟,卧底巨星,36,639,767,0
刑警兄弟,坏蛋必须死,36,639,1039,0
刑警兄弟,忍者神龟2：破影而出,36,639,1673,0
刑警兄弟,暴走神探,36,639,2219,0
刑警兄弟,横冲直撞好莱坞,36,639,2438,0
刑警兄弟,澳门风云2,36,639,2682,0
刑警兄弟,猛龙特囧,36,639,2885,0
刑警兄弟,王牌逗王牌,36,639,2917,0
刑警兄弟,男人不可以穷,38,639,2979,0
刑警兄弟,盗马记,36,639,3055,0
刑警兄弟,绝地逃亡,36,639,3316,0
刑警兄弟,西游伏妖篇,36,639,3627,0
刑警兄弟,西游记之孙悟空三打白骨精,36,639,3629,0
刑警兄弟,让子弹飞,36,639,3661,0
刑警兄弟,赏金猎人,36,639,3733,0
刑警兄弟,鲛珠传,36,639,4273,0
刑警兄弟,麦兜·饭宝奇兵,38,639,4290,0
创世纪传说：世界的彼方,剧场版 破刃之剑 第一章 觉醒之刻,35,642,680,0
创世纪传说：世界的彼方,哥斯拉：怪兽行星,35,642,922,0
创世纪传说：世界的彼方,夏日大作战,37,642,1082,0
创世纪传说：世界的彼方,尸者帝国,35,642,1502,0
创世纪传说：世界的彼方,应避开的狼,35,642,1606,0
创世纪传说：世界的彼方,捷德奥特曼 剧场版：连接吧！心愿！！,35,642,1983,0
创世纪传说：世界的彼方,攻壳机动队 新剧场版,35,642,2020,0
创世纪传说：世界的彼方,攻壳机动队：崛起2,35,642,2024,0
创世纪传说：世界的彼方,攻壳机动队：崛起3,35,642,2025,0
创世纪传说：世界的彼方,数码宝贝大电影一：滚球兽的诞生,36,642,2042,0
创世纪传说：世界的彼方,星河战队：入侵,35,642,2156,0
创世纪传说：世界的彼方,星际5555：异星梦系统秘传,35,642,2166,0
创世纪传说：世界的彼方,机动战士Z高达Ⅲ 星辰的鼓动是爱,35,642,2301,0
创世纪传说：世界的彼方,杀戮都市：O,35,642,2335,0
创世纪传说：世界的彼方,枪神 剧场版,35,642,2390,0
创世纪传说：世界的彼方,火影忍者剧场版：忍者之路,35,642,2691,0
创世纪传说：世界的彼方,生化危机：诅咒,35,642,2955,0
创世纪传说：世界的彼方,红线,35,642,3270,0
创世纪传说：世界的彼方,苹果核战记：阿尔法,35,642,3510,0
创世纪传说：世界的彼方,钢铁侠：噬甲危机,35,642,3983,0
创世纪传说：世界的彼方,阿童木,35,642,4054,0
创可贴,只有你,37,643,836,0
创可贴,解语花,37,643,3650,0
创：战纪,刺客信条,35,644,664,0
创：战纪,哥斯拉,35,644,921,0
创：战纪,地心历险记2：神秘岛,35,644,1025,0
创：战纪,复仇者联盟,35,644,1071,0
创：战纪,复仇者联盟2：奥创纪元,35,644,1072,0
创：战纪,大战外星人,35,644,1125,0
创：战纪,太空堡垒卡拉狄加：计划,35,644,1190,0
创：战纪,安德的游戏,35,644,1343,0
创：战纪,幻世追踪,35,644,1595,0
创：战纪,异星战场,35,644,1620,0
创：战纪,忍者神龟2：破影而出,35,644,1673,0
创：战纪,忍者神龟：变种时代,35,644,1674,0
创：战纪,新铁血战士,35,644,2077,0
创：战纪,明日世界,35,644,2145,0
创：战纪,星球大战7：原力觉醒,35,644,2159,0
创：战纪,星球大战8：最后的绝地武士,35,644,2160,0
创：战纪,星球大战外传：侠盗一号,35,644,2161,0
创：战纪,星际迷航,35,644,2173,0
创：战纪,星际迷航2：暗黑无界,35,644,2174,0
创：战纪,星际迷航3：超越星辰,35,644,2175,0
创：战纪,木星上行,35,644,2279,0
创：战纪,正义联盟,35,644,2461,0
创：战纪,正义联盟：战争,35,644,2465,0
创：战纪,正义联盟：闪点悖论,35,644,2467,0
创：战纪,死侍,35,644,2494,0
创：战纪,特种部队：眼镜蛇的崛起,35,644,2826,0
创：战纪,独立日2：卷土重来,35,644,2855,0
创：战纪,环太平洋,35,644,2928,0
创：战纪,疯狂的麦克斯4：狂暴之路,35,644,3004,0
创：战纪,神奇四侠2015,35,644,3119,0
创：战纪,移动迷宫,35,644,3181,0
创：战纪,移动迷宫2,35,644,3182,0
创：战纪,移动迷宫3：死亡解药,35,644,3183,0
创：战纪,第五波,35,644,3230,0
创：战纪,终结者2018,35,644,3300,0
创：战纪,终结者：创世纪,35,644,3301,0
创：战纪,绿灯侠：首次飞行,35,644,3333,0
创：战纪,美国队长,35,644,3374,0
创：战纪,美国队长2,35,644,3375,0
创：战纪,美国队长3,35,644,3376,0
创：战纪,蚁人,35,644,3568,0
创：战纪,蜘蛛侠：英雄归来,35,644,3573,0
创：战纪,蝙蝠侠大战超人：正义黎明,35,644,3585,0
创：战纪,超人：钢铁之躯,35,644,3756,0
创：战纪,超凡战队,35,644,3758,0
创：战纪,超凡蜘蛛侠,35,644,3759,0
创：战纪,超凡蜘蛛侠2,35,644,3760,0
创：战纪,超级战舰,35,644,3772,0
创：战纪,超能陆战队,35,644,3779,0
创：战纪,遗失的世界,35,644,3903,0
创：战纪,遗落战境,32,644,3907,0
创：战纪,重返地球,35,644,3950,0
创：战纪,钢铁侠2,35,644,3980,0
创：战纪,银河守卫队,35,644,3999,0
创：战纪,银河护卫队,35,644,4000,0
创：战纪,银河护卫队2,35,644,4001,0
创：战纪,阿凡达,35,644,4042,0
创：战纪,非常小特工之时间大盗,35,644,4130,0
创：战纪,飞出个未来大电影3：班德的游戏,35,644,4151,0
创：战纪,饥饿游戏,35,644,4163,0
创：战纪,饥饿游戏2：星火燎原,35,644,4164,0
创：战纪,饥饿游戏3：嘲笑鸟(上),35,644,4165,0
创：战纪,饥饿游戏3：嘲笑鸟(下),35,644,4166,0
初恋战士,只爱陌生人,35,646,838,0
初恋战士,国王与王后,35,646,980,0
初恋战士,昨日之花,33,646,2183,0
初恋战士,桑巴,35,646,2408,0
初恋战士,科学睡眠：B版,35,646,3170,0
初恋战士,纪念,37,646,3283,0
初恋战士,纯真时刻,35,646,3286,0
初恋战士,艺术家,35,646,3475,0
初恋这件小事,恋爱诊疗中,35,648,1728,0
初恋这件小事,鬼夫,37,648,4210,0
初恋这首情歌,别让我走,36,649,661,0
初恋这首情歌,北京纽约,36,649,715,0
初恋这首情歌,单身日记：好孕来袭,37,649,749,0
初恋这首情歌,卡罗尔,36,649,765,0
初恋这首情歌,唯爱永生,36,649,932,0
初恋这首情歌,圣鹿之死,37,649,1011,0
初恋这首情歌,大洋之间的灯光,36,649,1132,0
初恋这首情歌,布鲁克林,36,649,1554,0
初恋这首情歌,弗兰克,33,649,1626,0
初恋这首情歌,悲惨世界,32,649,1765,0
初恋这首情歌,房间,37,649,1941,0
初恋这首情歌,极品飞车,37,649,2369,0
初恋这首情歌,浮生梦,36,649,2596,0
初恋这首情歌,狂热郁金香,36,649,2838,0
初恋这首情歌,献给爱妻的歌,35,649,2905,0
初恋这首情歌,第十二夜,33,649,3234,0
初恋这首情歌,联合王国,36,649,3421,0
初恋这首情歌,舞出我人生5,35,649,3466,0
初恋这首情歌,贝拉的奇幻花园,36,649,3723,0
初恋这首情歌,远离尘嚣,36,649,3838,0
初恋这首情歌,醉乡民谣,36,649,3937,0
初恋这首情歌,间谍同盟,36,649,4027,0
初恋这首情歌,魅影缝匠,36,649,4233,0
别惹德州,大战外星人,37,653,1125,0
别惹我,勒索风云,35,654,710,0
别惹我,双面劫匪,33,654,795,0
别惹我,困斗99号囚室,35,654,977,0
别惹我,大侦探福尔摩斯,35,654,1111,0
别惹我,大侦探福尔摩斯2：诡影游戏,35,654,1112,0
别惹我,太空一号,36,654,1188,0
别惹我,夺命枪火,35,654,1217,0
别惹我,女间谍,35,654,1268,0
别惹我,少数派力量,35,654,1490,0
别惹我,屠杀公园,35,654,1513,0
别惹我,弹窗惊魂,32,654,1634,0
别惹我,扑克之夜,35,654,1949,0
别惹我,换屋惊魂,35,654,1981,0
别惹我,敢死队3,36,654,2034,0
别惹我,暗夜逐仇,35,654,2200,0
别惹我,机械师2：复活,36,654,2316,0
别惹我,杀戮本性,35,654,2331,0
别惹我,极品飞车,35,654,2369,0
别惹我,欺诈圣手,39,654,2458,0
别惹我,特警判官,35,654,2828,0
别惹我,犯罪大师,35,654,2831,0
别惹我,王牌保安,35,654,2911,0
别惹我,王牌保镖,35,654,2912,0
别惹我,玩命速递：重启之战,35,654,2924,0
别惹我,疾速特攻,35,654,3005,0
别惹我,疾速追杀,35,654,3006,0
别惹我,盗潜黄金城,32,654,3053,0
别惹我,破坏者,35,654,3096,0
别惹我,空中营救,36,654,3184,0
别惹我,红色警戒999,35,654,3273,0
别惹我,绝命反击,35,654,3312,0
别惹我,罪恶之城2,35,654,3354,0
别惹我,罪恶赎金,35,654,3357,0
别惹我,美国行动,35,654,3373,0
别惹我,耐撕侦探,35,654,3419,0
别惹我,至暴之年,35,654,3450,0
别惹我,虚拟革命,36,654,3564,0
别惹我,蝙蝠侠：红影迷踪,35,654,3592,0
别惹我,蝙蝠侠：黑暗骑士崛起,35,654,3595,0
别惹我,赤焰战场2,32,654,3741,0
别惹我,走火交易,35,654,3747,0
别惹我,赶尽杀绝,35,654,3749,0
别惹我,超脑48小时,35,654,3780,0
别惹我,超速驾驶,36,654,3783,0
别惹我,追债大乱斗,35,654,3851,0
别惹我,通勤营救,35,654,3881,0
别惹我,速度与激情6,35,654,3888,0
别惹我,速度与激情7,35,654,3889,0
别惹我,重生男人,35,654,3945,0
别惹我,重装上阵,35,654,3946,0
别惹我,飓风营救3,32,654,4148,0
别惹我,驱魔警探,35,654,4186,0
别惹我,骇客交锋,35,654,4189,0
别惹我,龙虎少年队2,35,654,4350,0
别有动机,反贪风暴,37,658,800,0
别有动机,坏蛋必须死,35,658,1039,0
别有动机,大追捕,35,658,1144,0
别有动机,心理罪,35,658,1666,0
别有动机,心理罪之城市之光,35,658,1667,0
别有动机,惊天破,35,658,1780,0
别有动机,扫毒,35,658,1955,0
别有动机,拆弹专家,35,658,1966,0
别有动机,控制,35,658,1989,0
别有动机,毒。诫,37,658,2516,0
别有动机,消失的凶手,33,658,2632,0
别有动机,消失的子弹,35,658,2634,0
别有动机,狄仁杰之神都龙王,35,658,2840,0
别有动机,狄仁杰之通天帝国,35,658,2841,0
别有动机,狙击时刻,35,658,2848,0
别有动机,窃听风云2,35,658,3201,0
别有动机,窃听风云3,35,658,3202,0
别有动机,魔警,35,658,4255,0
别杀它,吸血鬼生活,35,659,880,0
别杀它,呆瓜的崛起,35,659,885,0
别杀它,害虫横行,35,659,1374,0
别杀它,怪兽卡车,35,659,1701,0
别杀它,惊叫大电影,35,659,1776,0
别杀它,最后约翰死了,35,659,2246,0
别杀它,父亲劫,35,659,2805,0
别杀它,血战墓碑镇,35,659,3603,0
别杀它,道士下山,35,659,3898,0
别杀它,韩赛尔与格蕾特：女巫猎人,35,659,4137,0
别杀它,飞出个未来大电影3：班德的游戏,35,659,4151,0
别让我走,北京纽约,36,661,715,0
别让我走,卡罗尔,36,661,765,0
别让我走,同等族群,35,661,855,0
别让我走,唯爱永生,36,661,932,0
别让我走,回到火星,35,661,969,0
别让我走,大洋之间的灯光,36,661,1132,0
别让我走,她,35,661,1273,0
别让我走,怪兽,35,661,1700,0
别让我走,悲惨世界,36,661,1765,0
别让我走,星际穿越,36,661,2172,0
别让我走,泄密的心,36,661,2563,0
别让我走,浮生梦,36,661,2596,0
别让我走,湮灭,36,661,2659,0
别让我走,火星救援,36,661,2695,0
别让我走,爱有来世,35,661,2790,0
