source,target,value,sourceI,targetI,flag
007：幽灵党,X战警：逆转未来,36,2,71,0
007：幽灵党,伦敦陷落,36,2,414,0
007：幽灵党,全面回忆,35,2,534,0
007：幽灵党,刺客信条,36,2,664,0
007：幽灵党,勒索风云,35,2,710,0
007：幽灵党,大侦探福尔摩斯,35,2,1111,0
007：幽灵党,大侦探福尔摩斯2：诡影游戏,35,2,1112,0
007：幽灵党,小飞侠：幻梦启航,36,2,1464,0
007：幽灵党,幸存者,36,2,1589,0
007：幽灵党,幻世追踪,35,2,1595,0
007：幽灵党,异能,36,2,1623,0
007：幽灵党,惊天解密,36,2,1782,0
007：幽灵党,敢死队3,35,2,2034,0
007：幽灵党,新铁血战士,35,2,2077,0
007：幽灵党,星际传奇3,36,2,2168,0
007：幽灵党,普罗米修斯,36,2,2193,0
007：幽灵党,木星上行,36,2,2279,0
007：幽灵党,极品飞车,36,2,2369,0
007：幽灵党,死亡占卜,35,2,2477,0
007：幽灵党,汉娜,32,2,2542,0
007：幽灵党,沉睡魔咒,36,2,2550,0
007：幽灵党,法老与众神,36,2,2568,0
007：幽灵党,泰山归来：险战丛林,36,2,2573,0
007：幽灵党,牛仔和外星人,37,2,2814,0
007：幽灵党,特种部队：眼镜蛇的崛起,35,2,2826,0
007：幽灵党,特警判官,36,2,2828,0
007：幽灵党,王牌特工2：黄金圈,36,2,2914,0
007：幽灵党,王牌特工：特工学院,36,2,2915,0
007：幽灵党,玩命直播,35,2,2923,0
007：幽灵党,碟中谍4,35,2,3101,0
007：幽灵党,碟中谍5：神秘国度,35,2,3102,0
007：幽灵党,神奇四侠2015,36,2,3119,0
007：幽灵党,秘密特工,36,2,3177,0
007：幽灵党,移动迷宫,33,2,3181,0
007：幽灵党,空中营救,36,2,3184,0
007：幽灵党,第五波,35,2,3230,0
007：幽灵党,终结者2018,32,2,3300,0
007：幽灵党,绝命反击,35,2,3312,0
007：幽灵党,罪恶赎金,36,2,3357,0
007：幽灵党,蝙蝠侠：黑暗骑士崛起,36,2,3595,0
007：幽灵党,超人：钢铁之躯,36,2,3756,0
007：幽灵党,超能失控,36,2,3774,0
007：幽灵党,超脑48小时,36,2,3780,0
007：幽灵党,通勤营救,36,2,3881,0
007：幽灵党,银河护卫队,36,2,4000,0
007：幽灵党,阿凡达,36,2,4042,0
007：幽灵党,鲨海,36,2,4275,0
127小时,一年级生,36,7,101,0
127小时,万物理论,36,7,135,0
127小时,丹麦女孩,36,7,254,0
127小时,为奴十二年,36,7,259,0
127小时,云中行走,35,7,303,0
127小时,众神与野兽,36,7,398,0
127小时,动物园长的夫人,36,7,698,0
127小时,史蒂夫·乔布斯,33,7,843,0
127小时,哈利·波特与死亡圣器(下),36,7,916,0
127小时,国王的演讲,36,7,983,0
127小时,大梦想家,36,7,1128,0
127小时,天才捕手,36,7,1165,0
127小时,少年派的奇幻漂流,36,7,1482,0
127小时,星际穿越,36,7,2172,0
127小时,暴风前夕,36,7,2221,0
127小时,极速风流,36,7,2380,0
127小时,模仿游戏,36,7,2437,0
127小时,法老与众神,36,7,2568,0
127小时,火星救援,36,7,2695,0
127小时,灾难艺术家,37,7,2722,0
127小时,盗梦空间,36,7,3052,0
127小时,神奇动物在哪里,36,7,3118,0
127小时,移动迷宫,37,7,3181,0
127小时,绝命海拔,32,7,3314,0
127小时,维多利亚与阿卜杜勒,36,7,3328,0
127小时,联合王国,36,7,3421,0
127小时,至暗时刻,36,7,3449,0
127小时,菲利普船长,35,7,3535,0
127小时,菲洛梅娜,36,7,3536,0
127小时,詹姆斯·迪恩,37,7,3654,0
127小时,迷失Z城,35,7,3844,0
127小时,雪山奇迹,35,7,4097,0
127小时,飞鹰艾迪,36,7,4157,0
13骇人游戏,最后一次驱魔,36,11,2231,0
1922,九死,35,12,285,0
1922,嗜血破晓,35,12,952,0
1995穿越时间,初恋这件小事,37,14,648,0
22年后的自白：我是杀人犯,亚人1：冲动,35,16,312,0
22年后的自白：我是杀人犯,审判 真人版,35,16,1368,0
22年后的自白：我是杀人犯,愚行录,35,16,1801,0
22年后的自白：我是杀人犯,攻壳机动队：崛起3,35,16,2025,0
22年后的自白：我是杀人犯,昭和64年 前篇,35,16,2184,0
22年后的自白：我是杀人犯,空之境界 未来福音,35,16,3187,0
22年后的自白：我是杀人犯,赌博默示录2,37,16,3731,0
24小时：末路重生,不眠夜,35,18,186,0
24小时：末路重生,五路追杀令2：刺客舞会,35,18,311,0
24小时：末路重生,人皮交易,35,18,355,0
24小时：末路重生,人类清除计划,33,18,359,0
24小时：末路重生,人类清除计划2：无政府状态,35,18,360,0
24小时：末路重生,人类清除计划3,35,18,361,0
24小时：末路重生,代号47,35,18,386,0
24小时：末路重生,会计刺客,35,18,400,0
24小时：末路重生,伦敦陷落,35,18,414,0
24小时：末路重生,伸冤人,35,18,419,0
24小时：末路重生,侏罗纪世界,36,18,444,0
24小时：末路重生,假小子,35,18,478,0
24小时：末路重生,像素大战,36,18,498,0
24小时：末路重生,全城戒备,35,18,528,0
24小时：末路重生,全面回忆,35,18,534,0
24小时：末路重生,关键第四号,35,18,555,0
24小时：末路重生,再造战士3：重生,35,18,578,0
24小时：末路重生,再造战士4：清算之日,35,18,579,0
24小时：末路重生,别惹我,35,18,654,0
24小时：末路重生,勒索风云,35,18,710,0
24小时：末路重生,双面劫匪,35,18,795,0
24小时：末路重生,变形金刚4：绝迹重生,36,18,810,0
24小时：末路重生,嗜血破晓,33,18,952,0
24小时：末路重生,困斗99号囚室,35,18,977,0
24小时：末路重生,大侦探福尔摩斯,35,18,1111,0
24小时：末路重生,大侦探福尔摩斯2：诡影游戏,35,18,1112,0
24小时：末路重生,大追捕,35,18,1144,0
24小时：末路重生,天地逃生,35,18,1159,0
24小时：末路重生,天际浩劫2,36,18,1177,0
24小时：末路重生,太空一号,35,18,1188,0
24小时：末路重生,奇机少年,34,18,1228,0
24小时：末路重生,宿主,35,18,1383,0
24小时：末路重生,少数派力量,35,18,1490,0
24小时：末路重生,屠杀公园,35,18,1513,0
24小时：末路重生,屠魔战士,35,18,1514,0
24小时：末路重生,幻世追踪,35,18,1595,0
24小时：末路重生,异形终结2：狩猎,35,18,1617,0
24小时：末路重生,异能,35,18,1623,0
24小时：末路重生,弹窗惊魂,35,18,1634,0
24小时：末路重生,忍者神龟2：破影而出,36,18,1673,0
24小时：末路重生,扑克之夜,35,18,1949,0
24小时：末路重生,控制,35,18,1989,0
24小时：末路重生,攻壳机动队,35,18,2021,0
24小时：末路重生,新铁血战士,35,18,2077,0
24小时：末路重生,星际传奇3,35,18,2168,0
24小时：末路重生,暗夜逐仇,35,18,2200,0
24小时：末路重生,未来战警,35,18,2282,0
24小时：末路重生,末日迷踪,35,18,2294,0
24小时：末路重生,机械战警,35,18,2318,0
24小时：末路重生,极品飞车,35,18,2369,0
24小时：末路重生,极盗者,36,18,2375,0
24小时：末路重生,死亡幻觉2,35,18,2480,0
24小时：末路重生,死亡飞车2,35,18,2491,0
24小时：末路重生,牛仔和外星人,35,18,2814,0
24小时：末路重生,特种部队：眼镜蛇的崛起,35,18,2826,0
24小时：末路重生,特警判官,28,18,2828,0
24小时：末路重生,王牌保安,35,18,2911,0
24小时：末路重生,王牌保镖,36,18,2912,0
24小时：末路重生,玩命速递：重启之战,35,18,2924,0
24小时：末路重生,环形使者,32,18,2929,0
24小时：末路重生,疾速特攻,35,18,3005,0
24小时：末路重生,疾速追杀,32,18,3006,0
24小时：末路重生,病毒入侵,35,18,3009,0
24小时：末路重生,破坏者,35,18,3096,0
24小时：末路重生,碟中谍5：神秘国度,36,18,3102,0
24小时：末路重生,窃听风云3,35,18,3202,0
24小时：末路重生,第九区,32,18,3226,0
24小时：末路重生,第五波,35,18,3230,0
24小时：末路重生,红色警戒999,35,18,3273,0
24小时：末路重生,终极硬汉,36,18,3297,0
24小时：末路重生,终结者2018,35,18,3300,0
24小时：末路重生,绝命反击,35,18,3312,0
24小时：末路重生,绝命盗窃,36,18,3315,0
24小时：末路重生,罪恶之城2,35,18,3354,0
24小时：末路重生,罪恶赎金,35,18,3357,0
24小时：末路重生,至暗之时,35,18,3448,0
24小时：末路重生,至暴之年,35,18,3450,0
24小时：末路重生,虚拟革命,35,18,3564,0
24小时：末路重生,蝙蝠侠：煤气灯下的哥谭,35,18,3590,0
24小时：末路重生,蝙蝠侠：红影迷踪,35,18,3592,0
24小时：末路重生,蝙蝠侠：血脉恩仇,35,18,3594,0
24小时：末路重生,蝙蝠侠：黑暗骑士崛起,31,18,3595,0
24小时：末路重生,蝴蝶效应3：启示,35,18,3599,0
24小时：末路重生,谜城,35,18,3714,0
24小时：末路重生,赏金杀手,35,18,3732,0
24小时：末路重生,赶尽杀绝,35,18,3749,0
24小时：末路重生,超能失控,35,18,3774,0
24小时：末路重生,超能查派,32,18,3776,0
24小时：末路重生,超脑48小时,35,18,3780,0
24小时：末路重生,超验骇客,36,18,3785,0
24小时：末路重生,通勤营救,35,18,3881,0
24小时：末路重生,通灵神探,35,18,3886,0
24小时：末路重生,速度与激情6,35,18,3888,0
24小时：末路重生,速度与激情7,32,18,3889,0
24小时：末路重生,重生男人,31,18,3945,0
24小时：末路重生,钢铁侠3,36,18,3981,0
24小时：末路重生,阴影效应,35,18,4036,0
24小时：末路重生,飓风营救3,35,18,4148,0
24小时：末路重生,驱魔者,35,18,4185,0
24小时：末路重生,驱魔警探,35,18,4186,0
24小时：末路重生,骇客交锋,35,18,4189,0
24小时：末路重生,验收测试,35,18,4191,0
24小时：末路重生,魔术技法,35,18,4248,0
24小时：末路重生,魔警,35,18,4255,0
24小时：末路重生,黑暗正义联盟,35,18,4318,0
28岁未成年,“吃吃”的爱,35,22,73,0
28岁未成年,二代妖精之今生有幸,35,22,292,0
28岁未成年,二次初恋,35,22,295,0
28岁未成年,大话西游3,35,22,1142,0
28岁未成年,新娘大作战,37,22,2067,0
28岁未成年,神探驾到,35,22,3128,0
28岁未成年,第二次爱你,35,22,3229,0
28岁未成年,等风来,37,22,3240,0
28岁未成年,美人鱼,35,22,3363,0
28岁未成年,西游记女儿国,35,22,3630,0
28岁未成年,重返20岁,35,22,3948,0
28岁未成年,鲛珠传,35,22,4273,0
29+1,猛鬼爱情故事,37,23,2883,0
3月的狮子 前篇,3月的狮子 后篇,36,24,25,0
42号传奇,弱点,35,27,1633,0
42号传奇,成事在人,35,27,1815,0
42号传奇,我，花样女王,35,27,1920,0
42号传奇,极速风流,35,27,2380,0
42号传奇,灵魂冲浪人,35,27,2717,0
42号传奇,点球成金,35,27,2727,0
42号传奇,真情电波,35,27,3079,0
42号传奇,贝利：传奇的诞生,35,27,3721,0
42号传奇,顽石之拳,35,27,4143,0
42号传奇,飞鹰艾迪,35,27,4157,0
42号传奇,马歇尔,37,27,4179,0
42号传奇,麦克法兰,35,27,4287,0
45周年,周末时光,36,28,890,0
51区,刺,35,30,662,0
51区,外星人入侵,35,30,1091,0
51区,夺命来电,35,30,1216,0
51区,异形终结2：狩猎,35,30,1617,0
51区,异星绑架,35,30,1621,0
51区,异星觉醒,35,30,1622,0
51区,怪形前传,35,30,1707,0
51区,恐怖海湾,35,30,1737,0
51区,泄密的心,35,30,2563,0
51区,漆黑如夜,35,30,2666,0
51区,灵异牧场,35,30,2712,0
51区,生长,35,30,2973,0
51区,病毒抗体,35,30,3010,0
51区,第四类接触,35,30,3235,0
51区,航时凶间,35,30,3470,0
51区,起死回生,35,30,3750,0
51区,阿波罗18号,35,30,4051,0
51区,隔离区2：终点站,35,30,4082,0
51区,驱魔者,35,30,4185,0
51区,黑暗天际,35,30,4316,0
51号星球,X战警：天启,35,31,69,0
51号星球,X战警：逆转未来,36,31,71,0
51号星球,乌龙骑士团,35,31,269,0
51号星球,乐高DC超级英雄：哥谭大越狱,35,31,271,0
51号星球,乐高大电影,35,31,275,0
51号星球,乐高幻影忍者大电影,35,31,276,0
51号星球,乐高蝙蝠侠大电影,35,31,277,0
51号星球,二维世界,35,31,298,0
51号星球,保罗,32,31,464,0
51号星球,假期历险记,35,31,480,0
51号星球,公牛历险记,35,31,543,0
51号星球,冰川时代4,35,31,597,0
51号星球,冰川时代5：星际碰撞,35,31,598,0
51号星球,冰雪奇缘,35,31,604,0
51号星球,刺客信条,36,31,664,0
51号星球,功夫熊猫3,35,31,690,0
51号星球,劳拉的星星,34,31,701,0
51号星球,勇敢传说,31,31,706,0
51号星球,勇敢者游戏：决战丛林,37,31,707,0
51号星球,博物馆奇妙夜3,32,31,762,0
51号星球,变种外星人,35,31,813,0
51号星球,史努比：花生大电影,35,31,842,0
51号星球,呆瓜的崛起,31,31,885,0
51号星球,哈利·波特与死亡圣器(下),36,31,916,0
51号星球,喜羊羊与灰太狼之羊年喜羊羊,30,31,947,0
51号星球,圆梦巨人,36,31,992,0
51号星球,地心历险记2：神秘岛,37,31,1025,0
51号星球,地狱归来,35,31,1031,0
51号星球,地球回音,35,31,1033,0
51号星球,复仇者联盟,35,31,1071,0
51号星球,复仇者联盟2：奥创纪元,35,31,1072,0
51号星球,夏日大作战,30,31,1082,0
51号星球,大卫贝肯之倒霉特工熊,34,31,1114,0
51号星球,大战外星人,27,31,1125,0
51号星球,大护法,34,31,1126,0
51号星球,天才眼镜狗,31,31,1167,0
51号星球,天降美食2,35,31,1181,0
51号星球,太空巴迪,31,31,1191,0
51号星球,失常,35,31,1202,0
51号星球,失落的大陆,35,31,1208,0
51号星球,头脑特工队,35,31,1214,0
51号星球,宇宙英雄之超银河传说,34,31,1329,0
51号星球,守护者联盟,31,31,1330,0
51号星球,宝莱坞机器人之恋,34,31,1361,0
51号星球,宠物小精灵剧场版 - 路基亚爆诞(美版),35,31,1365,0
51号星球,寻梦环游记,31,31,1408,0
51号星球,小熊维尼之长鼻怪大冒险,35,31,1445,0
51号星球,小羊肖恩,35,31,1456,0
51号星球,小飞侠：幻梦启航,36,31,1464,0
51号星球,小马宝莉大电影,35,31,1465,0
51号星球,少女革命：思春期默示录,34,31,1475,0
51号星球,少年派的奇幻漂流,36,31,1482,0
51号星球,少年魔法师电影版,30,31,1488,0
51号星球,帕丁顿熊,35,31,1561,0
51号星球,帕丁顿熊2,32,31,1562,0
51号星球,幸福是一条温暖的毛毯,35,31,1591,0
51号星球,异星战场,35,31,1620,0
51号星球,当怪物来敲门,37,31,1640,0
51号星球,忍者神龟2：破影而出,35,31,1673,0
51号星球,忍者神龟：变种时代,35,31,1674,0
51号星球,怪兽大学,35,31,1702,0
51号星球,恐龙当家,31,31,1744,0
51号星球,愤怒的小鸟,35,31,1808,0
51号星球,抢劫坚果店2,35,31,1962,0
51号星球,搞怪一家人：是个陷阱,35,31,2000,0
51号星球,斯蒂威.格瑞菲：未曝光的故事,35,31,2055,0
51号星球,无敌破坏王,31,31,2100,0
51号星球,明日世界,36,31,2145,0
51号星球,星际5555：异星梦系统秘传,34,31,2166,0
51号星球,星际宝贝：终极任务,27,31,2170,0
51号星球,星际穿越,36,31,2172,0
51号星球,普罗米修斯,36,31,2193,0
51号星球,最终幻想15：王者之剑,34,31,2252,0
51号星球,朝圣之路,36,31,2272,0
51号星球,木星上行,36,31,2279,0
51号星球,机器人9号,31,31,2307,0
51号星球,条条大道通罗马,37,31,2357,0
51号星球,极速蜗牛,35,31,2379,0
51号星球,楼上的外星人,31,31,2435,0
51号星球,正义联盟,35,31,2461,0
51号星球,正义联盟：战争,31,31,2465,0
51号星球,正义联盟：闪点悖论,31,31,2467,0
51号星球,死侍,35,31,2494,0
51号星球,沉睡魔咒,36,31,2550,0
51号星球,法老与众神,37,31,2568,0
51号星球,海底两万里,35,31,2605,0
51号星球,海底大冒险,31,31,2606,0
51号星球,海底总动员2：多莉去哪儿,31,31,2607,0
51号星球,海洋奇缘,33,31,2610,0
51号星球,海绵宝宝,35,31,2618,0
51号星球,火星救援,36,31,2695,0
51号星球,灰姑娘,36,31,2705,0
51号星球,熊出没之雪岭熊风,34,31,2748,0
51号星球,牛奶配送员的奇幻人生,36,31,2815,0
51号星球,王牌特工2：黄金圈,36,31,2914,0
51号星球,王牌特工：特工学院,36,31,2915,0
51号星球,玩具总动员3,31,31,2922,0
51号星球,瑞士军刀男,35,31,2943,0
51号星球,生命之书,31,31,2958,0
51号星球,疯狂动物城,35,31,2997,0
51号星球,疯狂原始人,35,31,2998,0
51号星球,疯狂外星人,31,31,2999,0
51号星球,盗梦空间,36,31,3052,0
51号星球,看狗在说话之旧金山历险记,35,31,3069,0
51号星球,神偷奶爸,35,31,3113,0
51号星球,神偷奶爸2,35,31,3114,0
51号星球,神偷奶爸3,35,31,3115,0
51号星球,神奇动物在哪里,36,31,3118,0
51号星球,神奇四侠2015,36,31,3119,0
51号星球,神秘博士归来,35,31,3133,0
51号星球,神秘博士：圣诞颂歌,35,31,3137,0
51号星球,神秘博士：死亡星球,35,31,3139,0
51号星球,神秘博士：雪人,35,31,3141,0
51号星球,科学怪狗,35,31,3169,0
51号星球,秘密特工,36,31,3177,0
51号星球,移动迷宫,33,31,3181,0
51号星球,米老鼠温馨圣诞,35,31,3245,0
51号星球,精灵旅社,35,31,3250,0
51号星球,精灵旅社2,35,31,3251,0
51号星球,终结者2018,36,31,3300,0
51号星球,绿灯侠：首次飞行,35,31,3333,0
51号星球,美女与野兽之幸福生活,31,31,3378,0
51号星球,美少女战士SS剧场版：九大水手战士集合！梦想黑洞的奇迹,34,31,3387,0
51号星球,考拉大冒险,35,31,3417,0
51号星球,萤火奇兵,34,31,3538,0
51号星球,蒂莫西的奇异生活,35,31,3547,0
51号星球,蓝精灵：寻找神秘村,31,31,3551,0
51号星球,蕾蒙娜和姐姐,35,31,3554,0
51号星球,蝙蝠侠与哈莉·奎恩,35,31,3583,0
51号星球,蝙蝠侠大战超人：正义黎明,35,31,3585,0
51号星球,表情奇幻冒险,35,31,3615,0
51号星球,赛尔号大电影6：圣者无敌,34,31,3735,0
51号星球,赛车总动员3：极速挑战,35,31,3739,0
51号星球,超人：解放,35,31,3755,0
51号星球,超人：钢铁之躯,36,31,3756,0
51号星球,超能陆战队,31,31,3779,0
51号星球,逗鸟外传：萌宝满天飞,31,31,3880,0
51号星球,通灵男孩诺曼,31,31,3885,0
51号星球,道士下山,35,31,3898,0
51号星球,里约大冒险,35,31,3940,0
51号星球,里约大冒险2,35,31,3941,0
51号星球,银河守卫队,31,31,3999,0
51号星球,银河护卫队,36,31,4000,0
51号星球,阿凡达,36,31,4042,0
51号星球,阿童木,35,31,4054,0
51号星球,非常小特工之时间大盗,31,31,4130,0
51号星球,飞出个未来大电影3：班德的游戏,27,31,4151,0
51号星球,飞出个未来大电影4：绿色狂想,35,31,4152,0
51号星球,飞哥与小佛的时空大冒险,35,31,4153,0
51号星球,香肠派对,35,31,4171,0
51号星球,马达加斯加3,35,31,4180,0
51号星球,马达加斯加的企鹅,35,31,4181,0
51号星球,驯龙高手,27,31,4183,0
51号星球,驯龙高手2,27,31,4184,0
51号星球,鬼马小精灵3,35,31,4225,0
51号星球,魔发奇缘,35,31,4238,0
51号星球,魔发精灵,35,31,4239,0
51号星球,魔弦传说,35,31,4246,0
51号星球,魔法老师,36,31,4251,0
51号星球,魔法黑森林,32,31,4252,0
51号星球,魔鬼山历险记,29,31,4259,0
51号星球,鲁邦三世：爱的记号，不二子的倒霉日子,34,31,4271,0
51号星球,鸡皮疙瘩,35,31,4281,0
51号星球,黄鼠狼威索,35,31,4302,0
51号星球,黑暗正义联盟,35,31,4318,0
51号星球,鼠来宝4：萌在囧途,31,31,4337,0
6.10民主抗争20年企划第二部：1987 2007,我朋友的妈妈,38,34,1873,0
7号室,坏蛋必须死,35,37,1039,0
7号房的礼物,开心家族,35,38,1614,0
7号房的礼物,念力,37,38,1681,0
7号房的礼物,舞蹈皇后,35,38,3468,0
7号房的礼物,高龄化家族,35,38,4202,0
A片现场不NG,A片现场不NG2,34,42,43,0
B+侦探,三人行,36,44,142,0
B+侦探,三幕悲剧,34,44,152,0
B+侦探,九死,34,44,285,0
B+侦探,云图,36,44,304,0
B+侦探,亚人1：冲动,34,44,312,0
B+侦探,京城81号2,35,44,332,0
B+侦探,人山人海,35,44,341,0
B+侦探,使徒行者,36,44,442,0
B+侦探,偷来的人生,34,44,491,0
B+侦探,催眠大师,35,44,494,0
B+侦探,全城戒备,38,44,528,0
B+侦探,全民目击,35,44,530,0
B+侦探,凄灵室,35,44,612,0
B+侦探,凶手还未睡,35,44,622,0
B+侦探,危城,36,44,773,0
B+侦探,反贪风暴,36,44,800,0
B+侦探,反贪风暴2,36,44,801,0
B+侦探,古宝奇缘,35,44,823,0
B+侦探,同谋,27,44,857,0
B+侦探,听风者,36,44,875,0
B+侦探,圣诞玫瑰,30,44,1007,0
B+侦探,坏蛋必须死,36,44,1039,0
B+侦探,垃圾男孩,34,44,1044,0
B+侦探,夜色撩人,35,44,1103,0
B+侦探,大追捕,28,44,1144,0
B+侦探,妄想症,36,44,1288,0
B+侦探,宅女侦探桂香,37,44,1327,0
B+侦探,守望者：罪恶迷途,31,44,1333,0
B+侦探,密室之不可靠岸,31,44,1396,0
B+侦探,寒战,34,44,1399,0
B+侦探,寒战2,34,44,1400,0
B+侦探,导火新闻线,35,44,1413,0
B+侦探,少数派力量,34,44,1490,0
B+侦探,巨额来电,33,44,1531,0
B+侦探,常在你左右,36,44,1568,0
B+侦探,心战,35,44,1663,0
B+侦探,心理罪之城市之光,36,44,1667,0
B+侦探,心迷宫,35,44,1670,0
B+侦探,情谜,36,44,1774,0
B+侦探,惊天大逆转,35,44,1779,0
B+侦探,惊天破,32,44,1780,0
B+侦探,我是证人,35,44,1867,0
B+侦探,扫毒,32,44,1955,0
B+侦探,拆弹专家,36,44,1966,0
B+侦探,捉迷藏,35,44,1977,0
B+侦探,控制,36,44,1989,0
B+侦探,提着心吊着胆,35,44,1994,0
B+侦探,暗夜逐仇,34,44,2200,0
B+侦探,暴疯语,36,44,2217,0
B+侦探,暴雪将至,35,44,2220,0
B+侦探,杀人者的记忆法,34,44,2325,0
B+侦探,杀破狼2,36,44,2347,0
B+侦探,枪王之王,36,44,2389,0
B+侦探,梦游,33,44,2424,0
B+侦探,武侠,36,44,2470,0
B+侦探,死亡笔记,34,44,2487,0
B+侦探,毒。诫,36,44,2516,0
B+侦探,毒战,36,44,2517,0
B+侦探,沼泽地,34,44,2562,0
B+侦探,浮出水面的影子,35,44,2594,0
B+侦探,消失的凶手,36,44,2632,0
B+侦探,消失的子弹,36,44,2634,0
B+侦探,消失的爱人,34,44,2635,0
B+侦探,潜龙风云,36,44,2679,0
B+侦探,灵魂摆渡2番外篇：不速之客,35,44,2718,0
B+侦探,灵魂摆渡之风华绝代,35,44,2720,0
B+侦探,烈日灼心,35,44,2730,0
B+侦探,特殊嫌疑犯,35,44,2824,0
B+侦探,狂兽,36,44,2836,0
B+侦探,狄仁杰之神都龙王,36,44,2840,0
B+侦探,狄仁杰之通天帝国,32,44,2841,0
B+侦探,猎仇者,32,44,2870,0
B+侦探,玩尽杀绝4：四人组,34,44,2925,0
B+侦探,痞子英雄2：黎明升起,36,44,3014,0
B+侦探,白日焰火,35,44,3023,0
B+侦探,盲探,32,44,3060,0
B+侦探,看不见的客人,34,44,3068,0
B+侦探,神秘家族,35,44,3142,0
B+侦探,空之境界 未来福音,34,44,3187,0
B+侦探,窃听风云2,32,44,3201,0
B+侦探,窃听风云3,32,44,3202,0
B+侦探,绝对底线,35,44,3318,0
B+侦探,罗曼蒂克消亡史,36,44,3349,0
B+侦探,觅迹寻踪,34,44,3642,0
B+侦探,警察日记,31,44,3655,0
B+侦探,记忆大师,31,44,3667,0
B+侦探,谍海风云,35,44,3707,0
B+侦探,谜城,36,44,3714,0
B+侦探,谜证,35,44,3716,0
B+侦探,赤道,35,44,3744,0
B+侦探,超脑48小时,34,44,3780,0
B+侦探,踏血寻梅,33,44,3801,0
B+侦探,追凶,35,44,3852,0
B+侦探,追捕,36,44,3856,0
B+侦探,那夜凌晨，我坐上了旺角开往大埔的红VAN,36,44,3916,0
B+侦探,闯入者,35,44,4024,0
B+侦探,雪人,34,44,4095,0
B+侦探,青魇,36,44,4126,0
B+侦探,骇客交锋,34,44,4189,0
B+侦探,高尔夫球场的疑云,34,44,4197,0
B+侦探,魔宫魅影,36,44,4243,0
B+侦探,魔警,32,44,4255,0
B+侦探,黑处有什么,35,44,4305,0
B+侦探,黑白迷宫,36,44,4325,0
B+侦探,黑雪,34,44,4334,0
B+侦探,龙纹身的女孩,34,44,4349,0
BLAME!,古城荆棘王,37,47,821,0
BLAME!,哥斯拉：怪兽行星,36,47,922,0
BLAME!,数码宝贝大冒险tri. 第3章：告白,37,47,2040,0
CANAAN 剧场版,亡国的阿基德最终章：致我所爱,37,48,320,0
CANAAN 剧场版,亡国的阿基德第1章：翼龙降临,37,48,321,0
CANAAN 剧场版,攻壳机动队：崛起4,37,48,2026,0
CANAAN 剧场版,空之境界 总集篇,37,48,3185,0
CANAAN 剧场版,空之境界 未来福音,37,48,3187,0
CANAAN 剧场版,花开伊吕波剧场版：甜蜜的家,36,48,3487,0
CANAAN 剧场版,飞越颠峰2 剧场版,39,48,4156,0
CANAAN 剧场版,黑执事：大西洋之书,37,48,4313,0
GO小姐,事物的秘密,35,50,291,0
GO小姐,危险的见面礼2,31,50,780,0
GO小姐,和平公主减肥记,35,50,900,0
GO小姐,宠物情人,35,50,1367,0
GO小姐,宫合,35,50,1373,0
GO小姐,我不做大哥好多年,34,50,1820,0
GO小姐,空即是色,35,50,3189,0
GO小姐,赏金猎人,35,50,3733,0
G调的玛瑙红,无姓之人,35,51,2093,0
I型起源,另一个地球,36,54,829,0
JOJO的奇妙冒险：不灭钻石 第一章,借东西的小人阿莉埃蒂,37,55,473,0
JOJO的奇妙冒险：不灭钻石 第一章,宇宙英雄之超银河传说,35,55,1329,0
JOJO的奇妙冒险：不灭钻石 第一章,少女革命：思春期默示录,35,55,1475,0
JOJO的奇妙冒险：不灭钻石 第一章,怪物之子,35,55,1709,0
JOJO的奇妙冒险：不灭钻石 第一章,数码宝贝大电影一：滚球兽的诞生,36,55,2042,0
JOJO的奇妙冒险：不灭钻石 第一章,星际5555：异星梦系统秘传,35,55,2166,0
JOJO的奇妙冒险：不灭钻石 第一章,猎天使魔女：血色命运,35,55,2872,0
JOJO的奇妙冒险：不灭钻石 第一章,迪迦奥特曼最终圣战,35,55,3842,0
JOJO的奇妙冒险：不灭钻石 第一章,银魂,35,55,4004,0
JOJO的奇妙冒险：不灭钻石 第一章,魔兽,35,55,4235,0
K 剧场版,亡国的阿基德第1章：翼龙降临,31,56,321,0
K 剧场版,光晕：传奇,35,56,511,0
K 剧场版,凉宫春日的消失,37,56,615,0
K 剧场版,创世纪传说：世界的彼方,35,56,642,0
K 剧场版,剑风传奇 黄金时代篇1：霸王之卵,35,56,674,0
K 剧场版,剑风传奇 黄金时代篇2：多尔多雷攻略,35,56,675,0
K 剧场版,剑风传奇 黄金时代篇3：降临,35,56,676,0
K 剧场版,剧场版 机动战士高达00 先驱者的醒觉,35,56,679,0
K 剧场版,剧场版 破刃之剑 第一章 觉醒之刻,35,56,680,0
K 剧场版,哥斯拉：怪兽行星,35,56,922,0
K 剧场版,尸者帝国,35,56,1502,0
K 剧场版,应避开的狼,35,56,1606,0
K 剧场版,捷德奥特曼 剧场版：连接吧！心愿！！,35,56,1983,0
K 剧场版,攻壳机动队 新剧场版,35,56,2020,0
K 剧场版,攻壳机动队：崛起2,35,56,2024,0
K 剧场版,攻壳机动队：崛起3,31,56,2025,0
K 剧场版,数码宝贝大电影一：滚球兽的诞生,36,56,2042,0
K 剧场版,星河战队：入侵,35,56,2156,0
K 剧场版,星际5555：异星梦系统秘传,35,56,2166,0
K 剧场版,机动战士Z高达Ⅲ 星辰的鼓动是爱,35,56,2301,0
